1920	4	15	32	0.097403	1.168831
1920	4	15	32	0.095087	1.141046
1920	4	15	32	0.093750	1.125000
2880	6	15	32	0.139969	1.679627
2880	6	15	32	0.136157	1.633888
2880	6	15	32	0.139535	1.674419
3840	8	15	32	0.178571	2.142857
3840	8	15	32	0.179372	2.152467
3840	8	15	32	0.171920	2.063037
4800	10	15	32	0.210084	2.521008
4800	10	15	32	0.216763	2.601156
4800	10	15	32	0.211566	2.538787
5760	12	15	32	0.251748	3.020979
5760	12	15	32	0.243902	2.926829
5760	12	15	32	0.248963	2.987552
6720	14	15	32	0.283784	3.405406
6720	14	15	32	0.278146	3.337749
6720	14	15	32	0.284168	3.410014
7680	16	15	32	0.307298	3.687580
7680	16	15	32	0.317881	3.814570
7680	16	15	32	0.312907	3.754889
8640	18	15	32	0.337922	4.055069
8640	18	15	32	0.340909	4.090909
8640	18	15	32	0.338770	4.065245
9600	20	15	32	0.364964	4.379562
9600	20	15	32	0.367197	4.406364
9600	20	15	32	0.364964	4.379562
3840	4	30	32	0.184049	2.208589
3840	4	30	32	0.190779	2.289348
3840	4	30	32	0.190174	2.282092
5760	6	30	32	0.275229	3.302752
5760	6	30	32	0.273556	3.282675
5760	6	30	32	0.276074	3.312883
7680	8	30	32	0.358209	4.298508
7680	8	30	32	0.350877	4.210526
7680	8	30	32	0.348837	4.186047
9600	10	30	32	0.417827	5.013927
9600	10	30	32	0.429799	5.157593
9600	10	30	32	0.430416	5.164992
11520	12	30	32	0.487805	5.853659
11520	12	30	32	0.487805	5.853659
11520	12	30	32	0.499306	5.991678
13440	14	30	32	0.537084	6.445013
13440	14	30	32	0.553360	6.640316
13440	14	30	32	0.540541	6.486486
15360	16	30	32	0.612245	7.346939
15360	16	30	32	0.619355	7.432258
15360	16	30	32	0.617761	7.413128
17280	18	30	32	0.651387	7.816646
17280	18	30	32	0.675845	8.110138
17280	18	30	32	0.685279	8.223351
19200	20	30	32	0.729927	8.759124
19200	20	30	32	0.738916	8.866995
19200	20	30	32	0.715990	8.591886
7680	4	60	32	0.382775	4.593301
7680	4	60	32	0.380952	4.571428
7680	4	60	32	0.376176	4.514106
11520	6	60	32	0.516499	6.197991
11520	6	60	32	0.535714	6.428572
11520	6	60	32	0.543807	6.525680
15360	8	60	32	0.704846	8.458150
15360	8	60	32	0.701754	8.421052
15360	8	60	32	0.712166	8.545994
19200	10	60	32	0.655738	7.868853
19200	10	60	32	0.853485	10.241820
19200	10	60	32	0.853485	10.241820
23040	12	60	32	0.984952	11.819426
23040	12	60	32	0.979592	11.755102
23040	12	60	32	0.976933	11.723202
26880	14	60	32	1.103811	13.245729
26880	14	60	32	1.102362	13.228347
26880	14	60	32	1.112583	13.350994
30720	16	60	32	0.986639	11.839671
30720	16	60	32	1.232349	14.788190
30720	16	60	32	1.235521	14.826256
34560	18	60	32	1.368821	16.425856
34560	18	60	32	1.353383	16.240601
34560	18	60	32	1.360201	16.322418
38400	20	60	32	1.445783	17.349398
