3840	8	15	32	0.186047	2.232558
3840	8	15	32	0.183767	2.205207
3840	8	15	32	0.184332	2.211982
5760	12	15	32	0.272727	3.272727
5760	12	15	32	0.266272	3.195266
5760	12	15	32	0.272315	3.267776
7680	16	15	32	0.342368	4.108417
7680	16	15	32	0.345324	4.143885
7680	16	15	32	0.290206	3.482467
9600	20	15	32	0.415512	4.986149
9600	20	15	32	0.391134	4.693612
9600	20	15	32	0.405954	4.871448
11520	24	15	32	0.381760	4.581124
11520	24	15	32	0.480000	5.760000
11520	24	15	32	0.480000	5.760000
13440	28	15	32	0.536398	6.436781
13440	28	15	32	0.535032	6.420382
13440	28	15	32	0.537772	6.453265
15360	32	15	32	0.605296	7.263556
15360	32	15	32	0.502618	6.031414
15360	32	15	32	0.598504	7.182045
17280	36	15	32	0.661765	7.941177
17280	36	15	32	0.653753	7.845037
17280	36	15	32	0.660147	7.921760
19200	40	15	32	0.703400	8.440797
19200	40	15	32	0.716846	8.602150
19200	40	15	32	0.707547	8.490566
21120	44	15	32	0.751708	9.020501
21120	44	15	32	0.770128	9.241541
21120	44	15	32	0.761246	9.134949
23040	48	15	32	0.799112	9.589345
23040	48	15	32	0.789474	9.473684
23040	48	15	32	0.808989	9.707865
24960	52	15	32	0.855263	10.263158
24960	52	15	32	0.845070	10.140845
24960	52	15	32	0.848749	10.184983
26880	56	15	32	0.896478	10.757737
26880	56	15	32	0.883281	10.599369
26880	56	15	32	0.864197	10.370371
28800	60	15	32	0.920245	11.042945
28800	60	15	32	0.925926	11.111111
28800	60	15	32	0.917431	11.009174
30720	64	15	32	0.965795	11.589537
30720	64	15	32	0.978593	11.743119
30720	64	15	32	0.978593	11.743119
7680	8	30	32	0.364188	4.370258
7680	8	30	32	0.363086	4.357035
7680	8	30	32	0.365854	4.390244
11520	12	30	32	0.532544	6.390532
11520	12	30	32	0.536513	6.438152
11520	12	30	32	0.535714	6.428572
15360	16	30	32	0.690647	8.287769
15360	16	30	32	0.695652	8.347826
15360	16	30	32	0.692641	8.311688
19200	20	30	32	0.809717	9.716599
19200	20	30	32	0.827586	9.931035
19200	20	30	32	0.835655	10.027855
23040	24	30	32	0.952381	11.428571
23040	24	30	32	0.976933	11.723202
23040	24	30	32	0.957447	11.489361
26880	28	30	32	1.082474	12.989691
26880	28	30	32	0.866873	10.402477
26880	28	30	32	1.076923	12.923077
30720	32	30	32	1.165049	13.980583
30720	32	30	32	1.206030	14.472362
30720	32	30	32	1.207547	14.490565
34560	36	30	32	1.336634	16.039604
34560	36	30	32	1.334982	16.019777
34560	36	30	32	1.328413	15.940959
38400	40	30	32	1.442308	17.307693
38400	40	30	32	1.438849	17.266186
38400	40	30	32	1.392111	16.705336
42240	44	30	32	1.518987	18.227850
42240	44	30	32	1.538462	18.461538
42240	44	30	32	1.542056	18.504673
46080	48	30	32	1.601780	19.221357
46080	48	30	32	1.641961	19.703535
46080	48	30	32	1.632653	19.591835
49920	52	30	32	1.721854	20.662252
49920	52	30	32	1.645570	19.746834
49920	52	30	32	1.686486	20.237839
53760	56	30	32	1.783440	21.401274
53760	56	30	32	1.791045	21.492537
53760	56	30	32	1.787234	21.446808
57600	60	30	32	1.849949	22.199383
57600	60	30	32	1.803607	21.643286
57600	60	30	32	1.878914	22.546972
61440	64	30	32	1.935484	23.225807
61440	64	30	32	1.967213	23.606558
61440	64	30	32	1.939394	23.272728
15360	8	60	32	0.743034	8.916409
15360	8	60	32	0.740741	8.888889
15360	8	60	32	0.746501	8.958010
23040	12	60	32	1.048035	12.576420
23040	12	60	32	1.074627	12.895523
23040	12	60	32	1.082707	12.992481
30720	16	60	32	1.188119	14.257426
30720	16	60	32	1.387283	16.647400
30720	16	60	32	1.371429	16.457144
38400	20	60	32	1.657459	19.889502
38400	20	60	32	1.683029	20.196352
38400	20	60	32	1.652893	19.834709
46080	24	60	32	1.945946	23.351351
46080	24	60	32	1.927711	23.132530
46080	24	60	32	1.907285	22.887419
53760	28	60	32	2.196078	26.352942
53760	28	60	32	2.190352	26.284225
53760	28	60	32	2.164948	25.979382
61440	32	60	32	2.397004	28.764046
61440	32	60	32	2.452107	29.425287
61440	32	60	32	2.415094	28.981131
69120	36	60	32	2.656827	31.881918
69120	36	60	32	2.599278	31.191338
69120	36	60	32	2.634146	31.609756
76800	40	60	32	2.800467	33.605602
76800	40	60	32	2.840237	34.082840
76800	40	60	32	2.833530	34.002361
84480	44	60	32	3.037975	36.455700
84480	44	60	32	2.661290	31.935484
84480	44	60	32	3.080513	36.966164
92160	48	60	32	3.287671	39.452057
92160	48	60	32	3.210702	38.528427
92160	48	60	32	3.225084	38.701008
99840	52	60	32	3.402399	40.828789
99840	52	60	32	3.391304	40.695652
99840	52	60	32	3.329776	39.957310
107520	56	60	32	3.570670	42.848034
107520	56	60	32	3.616792	43.401508
107520	56	60	32	3.582090	42.985073
115200	60	60	32	3.734440	44.813278
115200	60	60	32	3.742204	44.906448
115200	60	60	32	3.722854	44.674248
122880	64	60	32	3.926380	47.116566
122880	64	60	32	3.828515	45.942173
122880	64	60	32	3.906409	46.876907
23040	8	90	32	1.104294	13.251534
23040	8	90	32	1.139241	13.670886
23040	8	90	32	1.100917	13.211010
34560	12	90	32	1.624060	19.488722
34560	12	90	32	1.588235	19.058823
34560	12	90	32	1.621622	19.459459
46080	16	90	32	2.068965	24.827587
46080	16	90	32	2.111437	25.337244
46080	16	90	32	2.093023	25.116280
57600	20	90	32	2.479339	29.752066
57600	20	90	32	2.506964	30.083565
57600	20	90	32	2.496532	29.958389
69120	24	90	32	2.860927	34.331127
69120	24	90	32	2.887701	34.652405
69120	24	90	32	2.938776	35.265308
80640	28	90	32	3.307087	39.685043
80640	28	90	32	3.218391	38.620689
80640	28	90	32	3.364486	40.373833
92160	32	90	32	3.582089	42.985073
92160	32	90	32	3.595506	43.146069
92160	32	90	32	3.618090	43.417084
103680	36	90	32	3.880239	46.562874
103680	36	90	32	3.985240	47.822876
103680	36	90	32	3.898917	46.787006
115200	40	90	32	4.161849	49.942196
115200	40	90	32	4.342581	52.110973
115200	40	90	32	4.275534	51.306416
126720	44	90	32	4.615385	55.384613
126720	44	90	32	4.620770	55.449238
126720	44	90	32	4.647887	55.774647
138240	48	90	32	4.864865	58.378380
138240	48	90	32	4.805339	57.664074
138240	48	90	32	4.903519	58.842224
149760	52	90	32	5.120350	61.444202
149760	52	90	32	5.109170	61.310047
149760	52	90	32	5.142857	61.714283
161280	56	90	32	4.051447	48.617363
161280	56	90	32	4.061241	48.734894
161280	56	90	32	4.038462	48.461540
172800	60	90	32	4.208886	50.506626
