2	4000000	32	512	1	0.000080	80.142499	0.817743	1
2	4000000	32	512	1	0.000080	80.105059	0.818126	1
2	4000000	32	512	1	0.000080	80.105901	0.818117	1
2	4000000	32	512	2	0.000126	126.289970	1.037865	1
2	4000000	32	512	2	0.000126	126.282380	1.037928	1
2	4000000	32	512	2	0.000126	126.269713	1.038032	1
2	4000000	32	512	3	0.000142	142.219369	1.382428	1
2	4000000	32	512	3	0.000142	142.199379	1.382622	1
2	4000000	32	512	3	0.000142	142.193466	1.382680	1
2	4000000	32	512	4	0.000144	143.932642	1.821296	1
2	4000000	32	512	4	0.000144	143.912858	1.821547	1
2	4000000	32	512	4	0.000143	142.796429	1.835788	1
2	4000000	32	512	5	0.000145	144.704335	2.264479	1
2	4000000	32	512	5	0.000145	144.637547	2.265525	1
2	4000000	32	512	5	0.000145	144.620513	2.265792	1
2	4000000	32	512	6	0.000143	142.572563	2.758006	1
2	4000000	32	512	6	0.000143	142.542003	2.758597	1
2	4000000	32	512	6	0.000142	142.491698	2.759571	1
3	4000000	32	512	1	0.000085	85.120946	1.154874	1
3	4000000	32	512	1	0.000085	85.075003	1.155498	1
3	4000000	32	512	1	0.000085	85.100688	1.155149	1
3	4000000	32	512	2	0.000131	130.850817	1.502536	1
3	4000000	32	512	2	0.000131	130.847734	1.502571	1
3	4000000	32	512	2	0.000131	130.824777	1.502835	1
3	4000000	32	512	3	0.000141	140.826628	2.094149	1
3	4000000	32	512	3	0.000141	140.811558	2.094374	1
3	4000000	32	512	3	0.000141	140.773224	2.094944	1
3	4000000	32	512	4	0.000143	142.683623	2.755859	1
3	4000000	32	512	4	0.000143	142.537827	2.758678	1
3	4000000	32	512	4	0.000143	142.506071	2.759293	1
4	4000000	32	512	1	0.000088	88.152995	1.486870	1
4	4000000	32	512	1	0.000088	88.126551	1.487316	1
4	4000000	32	512	1	0.000088	88.144687	1.487010	1
4	4000000	32	512	2	0.000134	133.763751	1.959754	1
4	4000000	32	512	2	0.000134	133.748980	1.959970	1
4	4000000	32	512	2	0.000133	132.771629	1.974398	1
4	4000000	32	512	3	0.000141	140.635500	2.795994	1
4	4000000	32	512	3	0.000140	140.369944	2.801283	1
4	4000000	32	512	3	0.000139	138.825832	2.832441	1
5	4000000	32	512	1	0.000090	89.561150	1.829365	1
5	4000000	32	512	1	0.000090	90.079689	1.818834	1
5	4000000	32	512	1	0.000090	90.077785	1.818872	1
5	4000000	32	512	2	0.000135	134.576131	2.434904	1
5	4000000	32	512	2	0.000133	133.005252	2.463662	1
5	4000000	32	512	2	0.000129	128.727574	2.545531	1
6	4000000	32	512	1	0.000091	91.017346	2.160116	1
6	4000000	32	512	1	0.000092	91.537916	2.147831	1
6	4000000	32	512	1	0.000089	88.963515	2.209985	1
6	4000000	32	512	2	0.000136	135.584453	2.900156	1
6	4000000	32	512	2	0.000128	127.784188	3.077188	1
6	4000000	32	512	2	0.000127	127.178002	3.091855	1
7	4000000	32	512	1	0.000092	92.100056	2.490509	1
7	4000000	32	512	1	0.000092	92.092699	2.490708	1
7	4000000	32	512	1	0.000089	88.884021	2.580621	1
8	4000000	32	512	1	0.000093	92.927489	2.820952	1
8	4000000	32	512	1	0.000090	89.728064	2.921539	1
8	4000000	32	512	1	0.000089	89.167380	2.939909	1
9	4000000	32	512	1	0.000094	93.575701	3.151587	1
9	4000000	32	512	1	0.000090	90.221280	3.268763	1
9	4000000	32	512	1	0.000088	88.101042	3.347429	1
10	4000000	32	512	1	0.000094	93.833721	3.492135	1
10	4000000	32	512	1	0.000090	89.658855	3.654742	1
10	4000000	32	512	1	0.000089	88.547205	3.700625	1
11	4000000	32	512	1	0.000092	91.557325	3.936856	1
11	4000000	32	512	1	0.000089	88.945813	4.052445	1
11	4000000	32	512	1	0.000089	88.641926	4.066338	1
12	4000000	32	512	1	0.000091	90.945805	4.323630	1
12	4000000	32	512	1	0.000089	89.291261	4.403746	1
12	4000000	32	512	1	0.000087	87.305850	4.503891	1
2	4000000	32	256	1	0.000056	56.364223	0.581362	1
2	4000000	32	256	1	0.000056	56.357850	0.581427	1
2	4000000	32	256	1	0.000056	56.354206	0.581465	1
2	4000000	32	256	2	0.000100	99.523140	0.658500	1
2	4000000	32	256	2	0.000099	99.281729	0.660101	1
2	4000000	32	256	2	0.000099	99.492441	0.658703	1
2	4000000	32	256	3	0.000125	125.272957	0.784718	1
2	4000000	32	256	3	0.000126	125.929864	0.780625	1
2	4000000	32	256	3	0.000126	125.909003	0.780754	1
2	4000000	32	256	4	0.000140	140.052609	0.935877	1
2	4000000	32	256	4	0.000141	140.816079	0.930803	1
2	4000000	32	256	4	0.000141	140.826837	0.930732	1
2	4000000	32	256	5	0.000142	142.348972	1.150974	1
2	4000000	32	256	5	0.000143	142.981660	1.145881	1
2	4000000	32	256	5	0.000142	142.379142	1.150730	1
2	4000000	32	256	6	0.000139	139.220104	1.412210	1
2	4000000	32	256	6	0.000139	139.169146	1.412727	1
2	4000000	32	256	6	0.000138	137.990208	1.424797	1
2	4000000	32	256	7	0.000144	144.131847	1.591432	1
2	4000000	32	256	7	0.000144	144.464269	1.587770	1
2	4000000	32	256	7	0.000136	135.534083	1.692386	1
2	4000000	32	256	8	0.000142	142.053440	1.845390	1
2	4000000	32	256	8	0.000139	138.789605	1.888787	1
2	4000000	32	256	8	0.000134	134.217032	1.953135	1
3	4000000	32	256	1	0.000060	59.843464	0.821343	1
3	4000000	32	256	1	0.000060	59.841867	0.821365	1
3	4000000	32	256	1	0.000060	59.833855	0.821475	1
3	4000000	32	256	2	0.000104	104.339591	0.942154	1
3	4000000	32	256	2	0.000105	104.668896	0.939190	1
3	4000000	32	256	2	0.000105	104.667964	0.939199	1
3	4000000	32	256	3	0.000130	129.516259	1.138513	1
3	4000000	32	256	3	0.000130	129.514037	1.138533	1
3	4000000	32	256	3	0.000128	128.230136	1.149932	1
3	4000000	32	256	4	0.000142	141.578675	1.388684	1
3	4000000	32	256	4	0.000141	141.418139	1.390260	1
3	4000000	32	256	4	0.000132	132.312353	1.485938	1
3	4000000	32	256	5	0.000143	142.668699	1.722592	1
3	4000000	32	256	5	0.000133	133.047337	1.847162	1
3	4000000	32	256	5	0.000132	132.214120	1.858803	1
3	4000000	32	256	6	0.000140	139.638252	2.111971	1
3	4000000	32	256	6	0.000130	130.278666	2.263701	1
3	4000000	32	256	6	0.000130	129.887314	2.270522	1
3	4000000	32	256	7	0.000144	143.776599	2.393046	1
3	4000000	32	256	7	0.000134	134.083249	2.566048	1
3	4000000	32	256	7	0.000133	132.619461	2.594370	1
3	4000000	32	256	8	0.000139	139.275579	2.823295	1
3	4000000	32	256	8	0.000131	131.023165	3.001118	1
3	4000000	32	256	8	0.000131	130.907056	3.003780	1
4	4000000	32	256	1	0.000062	61.790125	1.060623	1
4	4000000	32	256	1	0.000062	61.781620	1.060769	1
4	4000000	32	256	1	0.000061	61.398883	1.067381	1
4	4000000	32	256	2	0.000107	106.866002	1.226508	1
4	4000000	32	256	2	0.000107	106.859781	1.226579	1
4	4000000	32	256	2	0.000106	106.482002	1.230931	1
4	4000000	32	256	3	0.000132	131.506577	1.495043	1
4	4000000	32	256	3	0.000127	126.895258	1.549372	1
4	4000000	32	256	3	0.000122	122.212165	1.608743	1
4	4000000	32	256	4	0.000142	142.003214	1.846043	1
4	4000000	32	256	4	0.000131	131.376337	1.995367	1
4	4000000	32	256	4	0.000131	130.799153	2.004172	1
4	4000000	32	256	5	0.000143	142.665691	2.296838	1
4	4000000	32	256	5	0.000132	131.769840	2.486760	1
4	4000000	32	256	5	0.000132	131.783839	2.486496	1
4	4000000	32	256	6	0.000136	136.007335	2.891138	1
4	4000000	32	256	6	0.000129	128.793936	3.053063	1
4	4000000	32	256	6	0.000129	128.775112	3.053509	1
5	4000000	32	256	1	0.000063	62.962860	1.301084	1
5	4000000	32	256	1	0.000062	62.290824	1.315121	1
5	4000000	32	256	1	0.000062	62.291183	1.315114	1
5	4000000	32	256	2	0.000109	108.715611	1.507051	1
5	4000000	32	256	2	0.000109	108.710081	1.507128	1
5	4000000	32	256	2	0.000103	102.799285	1.593785	1
5	4000000	32	256	3	0.000133	132.894690	1.849284	1
5	4000000	32	256	3	0.000123	122.878245	2.000029	1
5	4000000	32	256	3	0.000123	122.617029	2.004289	1
5	4000000	32	256	4	0.000141	141.452097	2.316544	1
