#Threads	Array Size	Time0	GOPS0	Time1	GOPS1	T_GOPS1	REPS	BW1	BW2	T_BW	-2147483646	-2147483648	-2147483647	-2147483645	-2147483598	-2147483625	-2147483624	-2147483628	-2147483627	-2147483611	-2147483585	-2147483596	-2147483583	-2147483546	-2147483582
16	 704 	4.53	3.62	4.47	3.66	58.56	" 23,272,727 "	43.40	43.96	703.36	 932 	" 222,288 "	 883 	 191 	" 17,524,812,117 "	" 146,249 "	" 67,144 "	 42 	 27 	" 594,713,818 "	" 208,427 "	 -   	" 200,748 "	 -   	 714 
1	 736 	2.01	8.15	2.01	8.16	8.16	" 22,260,869 "	97.81	97.89	97.89	 669 	" 5,191 "	 356 	 218 	" 17,519,309,423 "	" 3,869 "	" 1,142 "	 8 	 11 	" 178,046,500 "	" 4,806 "	 -   	" 5,071 "	 -   	 330 
4	 736 	2.18	7.52	2.18	7.50	29.99	" 22,260,869 "	90.19	89.99	359.97	 448 	" 6,686 "	 419 	 229 	" 17,519,309,983 "	" 4,406 "	" 1,894 "	 12 	 11 	" 167,006,541 "	" 5,733 "	 -   	" 6,293 "	 -   	 322 
8	 736 	2.23	7.33	2.23	7.33	58.64	" 22,260,869 "	87.99	87.99	703.94	 434 	" 6,251 "	 370 	 211 	" 17,519,543,795 "	" 6,538 "	" 2,796 "	 41 	 13 	" 161,468,384 "	" 4,613 "	 -   	" 5,014 "	 -   	 322 
12	 736 	3.98	4.13	3.86	4.26	51.12	" 22,260,869 "	49.59	51.10	613.20	 666 	" 117,630 "	 828 	 257 	" 17,521,111,517 "	" 71,706 "	" 27,949 "	 46 	 32 	" 419,020,113 "	" 127,360 "	 53 	" 107,871 "	 53 	 646 
16	 736 	4.47	3.66	4.47	3.66	58.56	" 22,260,869 "	43.96	43.97	703.52	 705 	" 261,828 "	 412 	 176 	" 17,519,773,131 "	" 176,265 "	" 87,922 "	 26 	 17 	" 594,839,455 "	" 249,207 "	 -   	" 248,799 "	 -   	 606 
1	 768 	2.04	8.05	2.02	8.09	8.09	" 21,333,333 "	96.59	97.10	97.10	 746 	" 6,672 "	 703 	 205 	" 17,514,671,975 "	" 3,479 "	" 2,498 "	 14 	 11 	" 163,978,883 "	" 5,923 "	 94 	" 6,267 "	 94 	 401 
4	 768 	2.18	7.52	2.17	7.52	30.09	" 21,333,333 "	90.22	90.28	361.14	 592 	" 6,712 "	" 1,041 "	 213 	" 17,514,672,508 "	" 5,062 "	" 1,575 "	 20 	 14 	" 157,570,914 "	" 6,163 "	 -   	" 6,450 "	 -   	 464 
8	 768 	2.23	7.33	2.23	7.33	58.64	" 21,333,333 "	87.99	88.00	704.03	 605 	" 5,214 "	" 1,072 "	 207 	" 17,514,772,119 "	" 4,161 "	" 1,190 "	 24 	 18 	" 154,614,745 "	" 4,384 "	 -   	" 4,847 "	 -   	 452 
12	 768 	4.08	4.02	4.34	3.77	45.26	" 21,333,333 "	48.27	45.28	543.41	 868 	" 124,011 "	 967 	 246 	" 17,516,294,012 "	" 55,690 "	" 27,574 "	 46 	 31 	" 404,339,990 "	" 132,163 "	 -   	" 100,521 "	 -   	 768 
16	 768 	4.47	3.66	4.47	3.66	58.56	" 21,333,333 "	43.97	43.98	703.65	 653 	" 272,833 "	 401 	 175 	" 17,515,214,410 "	" 180,352 "	" 78,359 "	 22 	 14 	" 542,048,451 "	" 256,746 "	 -   	" 258,442 "	 -   	 518 
1	 800 	2.03	8.09	2.01	8.16	8.16	" 20,480,000 "	97.10	97.86	97.86	 728 	" 4,774 "	 353 	 205 	" 17,510,405,642 "	" 2,582 "	" 2,054 "	 12 	 8 	" 149,125,398 "	" 3,825 "	 -   	" 4,040 "	 -   	 345 
4	 800 	2.19	7.47	2.19	7.46	29.84	" 20,480,000 "	89.68	89.55	358.18	 512 	" 3,689 "	 502 	 204 	" 17,510,431,237 "	" 2,104 "	" 1,178 "	 9 	 7 	" 148,043,530 "	" 2,918 "	 -   	" 3,338 "	 -   	 387 
8	 800 	2.23	7.33	2.23	7.33	58.66	" 20,480,000 "	88.01	88.01	704.10	 588 	" 10,379 "	 431 	 208 	" 17,510,520,814 "	" 6,739 "	" 3,236 "	 19 	 16 	" 144,155,585 "	" 9,290 "	 -   	" 9,697 "	 -   	 459 
12	 800 	3.98	4.12	4.26	3.85	46.20	" 20,480,000 "	49.47	46.21	554.52	 957 	" 134,875 "	 668 	 259 	" 17,512,207,625 "	" 126,989 "	" 63,696 "	 46 	 32 	" 336,119,252 "	" 129,278 "	 8 	" 145,344 "	 8 	" 1,183 "
16	 800 	4.47	3.66	4.47	3.67	58.72	" 20,480,000 "	43.98	43.98	703.68	" 1,189 "	" 311,827 "	 990 	 193 	" 17,511,021,899 "	" 201,993 "	" 96,996 "	 41 	 20 	" 532,911,564 "	" 298,128 "	 -   	" 300,204 "	 -   	 919 
1	 832 	2.03	8.06	2.04	8.02	8.02	" 19,692,307 "	96.69	96.22	96.22	 828 	" 5,980 "	 390 	 201 	" 17,506,466,593 "	" 3,391 "	" 2,125 "	 8 	 8 	" 144,825,237 "	" 5,338 "	 -   	" 5,777 "	 -   	 354 
4	 832 	2.18	7.51	2.17	7.52	30.10	" 19,692,307 "	90.11	90.30	361.21	 538 	" 3,650 "	 376 	 203 	" 17,506,467,090 "	" 2,305 "	 930 	 9 	 8 	" 140,830,835 "	" 2,876 "	 -   	" 4,377 "	 -   	 407 
8	 832 	2.23	7.33	2.23	7.34	58.70	" 19,692,307 "	88.02	88.03	704.21	 558 	" 6,159 "	 385 	 206 	" 17,506,634,295 "	" 4,000 "	" 2,258 "	 15 	 14 	" 137,628,715 "	" 5,713 "	 -   	" 5,970 "	 -   	 405 
12	 832 	3.96	4.15	4.13	3.97	47.66	" 19,692,307 "	49.81	47.67	572.02	 900 	" 232,528 "	 752 	 232 	" 17,508,133,552 "	" 109,335 "	" 54,695 "	 48 	 33 	" 348,825,324 "	" 146,927 "	 19 	" 158,246 "	 19 	 819 
16	 832 	4.47	3.67	4.47	3.67	58.72	" 19,692,307 "	43.98	43.99	703.84	" 1,002 "	" 341,476 "	" 1,812 "	 174 	" 17,506,885,438 "	" 226,274 "	" 117,784 "	 41 	 19 	" 521,507,740 "	" 342,306 "	 -   	" 344,917 "	 -   	 893 
1	 864 	2.02	8.13	2.01	8.16	8.16	" 18,962,962 "	97.58	97.90	97.90	 797 	" 4,323 "	 410 	 192 	" 17,502,819,643 "	" 2,118 "	" 1,702 "	 8 	 7 	" 136,287,451 "	" 3,361 "	 -   	" 3,765 "	 -   	 382 
4	 864 	2.16	7.56	2.16	7.57	30.29	" 18,962,962 "	90.80	90.88	363.51	 479 	" 6,413 "	 345 	 193 	" 17,502,820,129 "	" 3,774 "	" 2,290 "	 10 	 7 	" 141,567,372 "	" 5,710 "	 -   	" 6,205 "	 -   	 346 
8	 864 	2.23	7.33	2.23	7.34	58.69	" 18,962,962 "	88.02	88.03	704.24	 580 	" 7,936 "	 405 	 207 	" 17,503,105,006 "	" 4,668 "	" 3,047 "	 13 	 7 	" 137,943,732 "	" 6,860 "	 -   	" 7,431 "	 -   	 422 
12	 864 	4.36	3.76	4.16	3.95	47.35	" 18,962,962 "	45.12	47.37	568.42	 919 	" 154,570 "	 881 	 242 	" 17,504,102,640 "	" 136,074 "	" 72,516 "	 47 	 37 	" 349,820,879 "	" 195,309 "	 40 	" 174,407 "	 40 	 782 
16	 864 	4.47	3.67	4.47	3.67	58.72	" 18,962,962 "	43.99	43.99	703.84	 819 	" 353,548 "	 374 	 173 	" 17,503,389,209 "	" 229,913 "	" 123,204 "	 19 	 13 	" 496,688,071 "	" 351,519 "	 -   	" 350,971 "	 -   	 633 
1	 896 	2.01	8.14	2.02	8.13	8.13	" 18,285,714 "	97.65	97.51	97.51	 846 	" 4,112 "	 578 	 197 	" 17,499,433,990 "	" 2,016 "	" 1,607 "	 14 	 15 	" 132,563,295 "	" 3,046 "	 -   	" 3,937 "	 -   	 383 
4	 896 	2.17	7.55	2.16	7.58	30.30	" 18,285,714 "	90.62	90.90	363.60	 554 	" 8,731 "	 535 	 207 	" 17,499,434,539 "	" 5,168 "	" 3,181 "	 17 	 14 	" 133,949,989 "	" 8,144 "	 -   	" 8,582 "	 -   	 404 
8	 896 	2.23	7.34	2.23	7.34	58.70	" 18,285,714 "	88.02	88.04	704.29	 837 	" 6,939 "	 893 	 216 	" 17,499,557,387 "	" 4,496 "	" 2,163 "	 23 	 20 	" 122,870,094 "	" 5,824 "	 -   	" 6,524 "	 -   	" 1,687 "
12	 896 	4.05	4.05	4.09	4.01	48.17	" 18,285,714 "	48.61	48.16	577.92	 733 	" 140,308 "	 789 	 256 	" 17,501,055,736 "	" 107,328 "	" 55,954 "	 54 	 31 	" 298,233,217 "	" 168,755 "	 -   	" 166,753 "	 -   	 692 
16	 896 	4.47	3.67	4.47	3.67	58.72	" 18,285,714 "	43.99	44.00	703.97	 872 	" 400,256 "	 342 	 167 	" 17,499,834,104 "	" 264,068 "	" 138,910 "	 21 	 11 	" 481,482,148 "	" 400,211 "	 -   	" 398,542 "	 -   	 848 
1	 928 	2.01	8.14	2.01	8.14	8.14	" 17,655,172 "	97.62	97.66	97.66	 837 	" 4,368 "	 314 	 205 	" 17,496,281,194 "	" 2,446 "	" 1,505 "	 9 	 7 	" 125,890,284 "	" 3,266 "	 -   	" 3,649 "	 -   	 309 
4	 928 	2.18	7.52	2.19	7.48	29.93	" 17,655,172 "	90.25	89.77	359.08	 518 	" 8,605 "	 368 	 207 	" 17,496,281,734 "	" 4,862 "	" 3,500 "	 10 	 8 	" 120,166,279 "	" 8,109 "	 -   	" 8,344 "	 -   	 359 
8	 928 	2.23	7.34	2.23	7.34	58.72	" 17,655,172 "	88.04	88.05	704.43	 757 	" 6,705 "	 814 	 207 	" 17,496,349,398 "	" 3,885 "	" 2,495 "	 17 	 20 	" 114,945,627 "	" 7,132 "	 -   	" 6,522 "	 -   	 525 
12	 928 	4.10	4.01	4.16	3.97	47.62	" 17,655,172 "	48.06	47.61	571.27	 791 	" 217,930 "	 681 	 250 	" 17,497,985,461 "	" 123,458 "	" 65,828 "	 42 	 35 	" 324,807,397 "	" 208,497 "	 43 	" 208,875 "	 43 	 826 
16	 928 	4.47	3.67	4.47	3.67	58.72	" 17,655,172 "	43.99	44.00	704.00	" 1,286 "	" 434,737 "	 823 	 165 	" 17,496,614,847 "	" 282,710 "	" 149,093 "	 39 	 16 	" 491,531,908 "	" 432,645 "	 -   	" 433,303 "	 -   	" 1,128 "
1	 960 	2.01	8.15	2.01	8.16	8.16	" 17,066,666 "	97.86	97.92	97.92	 796 	" 9,776 "	 404 	 194 	" 17,493,338,456 "	" 5,408 "	" 3,286 "	 13 	 7 	" 119,257,897 "	" 8,232 "	 -   	" 8,623 "	 -   	 299 
4	 960 	2.16	7.57	2.16	7.58	30.31	" 17,066,666 "	90.81	90.92	363.67	 522 	" 9,673 "	 421 	 201 	" 17,493,393,050 "	" 6,080 "	" 3,678 "	 8 	 13 	" 115,651,326 "	" 9,197 "	 -   	" 9,289 "	 -   	 313 
8	 960 	2.23	7.33	2.23	7.34	58.72	" 17,066,666 "	88.01	88.05	704.43	 551 	" 9,173 "	 410 	 205 	" 17,494,082,753 "	" 4,854 "	" 3,226 "	 13 	 11 	" 107,821,038 "	" 7,456 "	 -   	" 8,046 "	 -   	 394 
12	 960 	4.17	3.94	4.24	3.87	46.46	" 17,066,666 "	47.26	46.45	557.40	" 1,422 "	" 180,026 "	" 1,426 "	 259 	" 17,495,140,266 "	" 162,066 "	" 88,045 "	 49 	 36 	" 267,703,398 "	" 226,117 "	 236 	" 272,490 "	 236 	 823 
16	 960 	4.47	3.67	4.47	3.67	58.69	" 17,066,666 "	43.97	43.99	703.81	" 1,171 "	" 508,338 "	 742 	 187 	" 17,494,195,404 "	" 296,579 "	" 168,667 "	 43 	 29 	" 434,810,633 "	" 494,937 "	 -   	" 472,253 "	 -   	" 1,047 "
1	 992 	2.10	7.81	2.09	7.82	7.82	" 16,516,129 "	93.66	93.90	93.90	 900 	" 9,035 "	 353 	 207 	" 17,490,586,509 "	" 5,560 "	" 4,060 "	 11 	 8 	" 43,221,915 "	" 9,344 "	 -   	" 9,093 "	 -   	 418 
4	 992 	2.29	7.15	2.29	7.16	28.62	" 16,516,129 "	85.85	85.87	343.47	 602 	" 12,393 "	 397 	 227 	" 17,491,827,724 "	" 5,974 "	" 2,937 "	 25 	 18 	" 44,950,321 "	" 7,998 "	 -   	" 8,968 "	 -   	 452 
8	 992 	2.34	7.01	2.34	7.01	56.11	" 16,516,129 "	84.10	84.17	673.34	 615 	" 10,047 "	 387 	 236 	" 17,491,497,873 "	" 4,624 "	" 2,691 "	 22 	 23 	" 42,036,868 "	" 6,979 "	 -   	" 7,304 "	 -   	 552 
12	 992 	4.29	3.84	4.44	3.69	44.33	" 16,516,129 "	46.06	44.32	531.84	" 1,424 "	" 253,089 "	" 2,143 "	 273 	" 17,492,552,772 "	" 211,629 "	" 122,421 "	 54 	 37 	" 299,114,642 "	" 304,590 "	 -   	" 241,369 "	 -   	" 1,658 "
16	 992 	4.47	3.67	4.47	3.67	58.72	" 16,516,129 "	43.99	44.01	704.16	" 1,658 "	" 480,871 "	" 1,059 "	 186 	" 17,491,050,380 "	" 308,702 "	" 175,871 "	 35 	 15 	" 398,215,792 "	" 483,405 "	 -   	" 483,701 "	 -   	" 1,607 "
1	" 1,024 "	2.12	7.72	2.12	7.73	7.73	" 16,000,000 "	92.64	92.76	92.76	" 1,043 "	" 7,766 "	 496 	 202 	" 17,488,005,928 "	" 3,683 "	" 3,126 "	 14 	 12 	" 35,838,398 "	" 6,363 "	 -   	" 6,622 "	 -   	 464 
4	" 1,024 "	2.28	7.18	2.29	7.16	28.64	" 16,000,000 "	86.12	85.93	343.70	 704 	" 8,750 "	 554 	 223 	" 17,489,485,158 "	" 5,190 "	" 2,606 "	 24 	 15 	" 33,713,861 "	" 6,592 "	 -   	" 6,711 "	 -   	 585 
8	" 1,024 "	2.35	6.98	2.35	6.98	55.81	" 16,000,000 "	83.75	83.71	669.71	 825 	" 14,711 "	 821 	 225 	" 17,489,115,620 "	" 9,141 "	" 3,296 "	 45 	 27 	" 35,710,716 "	" 9,835 "	 -   	" 12,777 "	 -   	 722 
12	" 1,024 "	4.23	3.89	4.19	3.92	47.02	" 16,000,000 "	46.66	47.02	564.24	 890 	" 241,874 "	 805 	 247 	" 17,489,627,921 "	" 151,368 "	" 85,044 "	 47 	 33 	" 159,016,548 "	" 180,422 "	 -   	" 178,096 "	 -   	 769 
16	" 1,024 "	4.47	3.67	4.47	3.67	58.72	" 16,000,000 "	44.00	44.01	704.16	" 1,444 "	" 502,734 "	 940 	 181 	" 17,488,301,484 "	" 325,361 "	" 178,578 "	 818 	 30 	" 376,074,198 "	" 483,198 "	 -   	" 481,357 "	 -   	" 1,229 "
1	" 1,056 "	2.38	6.88	2.36	6.94	6.94	" 15,515,151 "	82.54	83.32	83.32	" 1,009 "	" 12,447 "	 544 	 206 	" 17,485,581,423 "	" 6,405 "	" 6,548 "	 20 	 11 	" 32,888,789 "	" 11,725 "	 -   	" 12,169 "	 -   	 531 
4	" 1,056 "	2.58	6.34	2.59	6.31	25.25	" 15,515,151 "	76.12	75.75	303.02	 564 	" 15,588 "	 558 	 208 	" 17,486,773,425 "	" 7,159 "	" 5,444 "	 28 	 22 	" 32,821,790 "	" 12,408 "	 -   	" 11,971 "	 -   	 491 
8	" 1,056 "	2.65	6.19	2.65	6.19	49.52	" 15,515,151 "	74.32	74.32	594.54	 806 	" 17,753 "	" 1,008 "	 229 	" 17,486,596,133 "	" 8,472 "	" 6,432 "	 30 	 14 	" 32,582,692 "	" 12,073 "	 -   	" 11,312 "	 -   	 540 
12	" 1,056 "	4.31	3.81	4.41	3.72	44.59	" 15,515,151 "	45.72	44.60	535.15	" 1,094 "	" 288,416 "	 895 	 260 	" 17,487,383,300 "	" 138,559 "	" 73,726 "	 51 	 33 	" 221,757,064 "	" 300,148 "	 -   	" 232,220 "	 -   	" 1,032 "
16	" 1,056 "	4.50	3.64	4.50	3.64	58.21	" 15,515,151 "	43.64	43.65	698.43	" 1,662 "	" 529,894 "	 670 	 221 	" 17,487,024,438 "	" 338,109 "	" 177,051 "	 55 	 33 	" 352,120,824 "	" 512,585 "	 -   	" 511,271 "	 -   	" 1,967 "
1	" 1,088 "	2.12	7.73	2.09	7.84	7.84	" 15,058,823 "	92.73	94.10	94.10	 909 	" 9,405 "	 366 	 226 	" 17,483,299,476 "	" 4,563 "	" 5,054 "	 11 	 6 	" 30,462,939 "	" 8,900 "	 -   	" 9,451 "	 -   	 410 
4	" 1,088 "	2.30	7.14	2.30	7.11	28.44	" 15,058,823 "	85.69	85.34	341.36	 612 	" 15,632 "	 395 	 223 	" 17,483,948,376 "	" 8,113 "	" 5,890 "	 14 	 9 	" 30,470,287 "	" 13,660 "	 -   	" 11,396 "	 -   	 402 
8	" 1,088 "	2.34	7.01	2.34	7.01	56.08	" 15,058,823 "	84.13	84.14	673.12	 690 	" 17,202 "	 758 	 231 	" 17,484,662,087 "	" 7,858 "	" 4,336 "	 24 	 18 	" 28,923,389 "	" 12,081 "	 -   	" 64,048 "	 -   	 466 
12	" 1,088 "	4.35	3.77	4.12	3.98	47.81	" 15,058,823 "	45.23	47.80	573.58	" 1,495 "	" 298,252 "	" 2,382 "	 282 	" 17,485,101,439 "	" 302,475 "	" 156,437 "	 48 	 35 	" 234,687,897 "	" 360,539 "	 6 	" 233,418 "	 6 	" 1,081 "
16	" 1,088 "	4.47	3.67	4.47	3.67	58.72	" 15,058,823 "	43.99	44.02	704.26	 989 	" 742,086 "	 671 	 168 	" 17,483,750,225 "	" 500,594 "	" 237,542 "	 33 	 23 	" 380,987,807 "	" 739,054 "	 -   	" 743,493 "	 -   	" 1,013 "
1	" 1,120 "	2.10	7.81	2.10	7.81	7.81	" 14,628,571 "	93.69	93.67	93.67	" 1,138 "	" 23,063 "	 552 	 213 	" 17,481,148,391 "	" 16,533 "	" 6,853 "	 16 	 13 	" 28,582,547 "	" 22,542 "	 -   	" 23,296 "	 -   	 651 
4	" 1,120 "	2.28	7.18	2.26	7.24	28.96	" 14,628,571 "	86.18	86.89	347.58	 761 	" 24,279 "	 543 	 221 	" 17,482,232,100 "	" 14,483 "	" 6,835 "	 21 	 17 	" 29,466,478 "	" 18,279 "	 -   	" 16,872 "	 -   	 668 
8	" 1,120 "	2.34	7.00	2.34	7.01	56.06	" 14,628,571 "	84.07	84.07	672.53	" 1,009 "	" 17,620 "	" 3,288 "	 252 	" 17,482,574,214 "	" 13,355 "	" 6,870 "	 64 	 21 	" 29,996,210 "	" 12,133 "	 1 	" 17,474 "	 1 	 760 
12	" 1,120 "	4.29	3.83	4.47	3.67	44.02	" 14,628,571 "	45.89	44.02	528.29	" 1,186 "	" 336,226 "	 827 	 249 	" 17,482,950,437 "	" 156,345 "	" 75,882 "	 48 	 31 	" 17,497,847 "	" 337,132 "	 2 	" 347,851 "	 2 	" 1,101 "
16	" 1,120 "	4.60	3.56	4.60	3.56	56.96	" 14,628,571 "	42.72	42.73	683.74	" 1,621 "	" 693,407 "	" 1,614 "	 201 	" 17,482,566,972 "	" 452,122 "	" 213,658 "	 46 	 32 	" 2,716,319 "	" 660,280 "	 -   	" 642,658 "	 -   	" 2,730 "
1	" 1,152 "	2.09	7.83	2.09	7.86	7.86	" 14,222,222 "	93.98	94.30	94.30	" 1,033 "	" 23,609 "	 352 	 205 	" 17,479,116,924 "	" 15,706 "	" 7,047 "	 9 	 9 	" 29,199,820 "	" 22,204 "	 -   	" 22,828 "	 -   	 447 
4	" 1,152 "	2.28	7.20	2.28	7.17	28.70	" 14,222,222 "	86.42	86.09	344.38	 669 	" 24,561 "	 525 	 212 	" 17,480,340,187 "	" 13,610 "	" 5,173 "	 17 	 10 	" 28,320,196 "	" 18,126 "	 -   	" 15,514 "	 -   	 468 
8	" 1,152 "	2.33	7.03	2.33	7.03	56.24	" 14,222,222 "	84.35	84.36	674.85	" 1,163 "	" 28,368 "	" 1,213 "	 229 	" 17,480,486,889 "	" 17,829 "	" 6,836 "	 26 	 16 	" 27,834,063 "	" 22,696 "	 -   	" 20,709 "	 -   	 960 
12	" 1,152 "	4.19	3.92	4.33	3.78	45.41	" 14,222,222 "	47.04	45.42	545.02	" 1,331 "	" 462,957 "	 669 	 248 	" 17,480,919,133 "	" 293,646 "	" 141,670 "	 58 	 30 	" 261,264,808 "	" 474,305 "	 74 	" 439,928 "	 74 	" 1,056 "
16	" 1,152 "	4.47	3.67	4.47	3.67	58.72	" 14,222,222 "	44.00	44.02	704.32	" 1,424 "	" 736,427 "	 741 	 202 	" 17,479,784,042 "	" 500,334 "	" 241,887 "	 32 	 20 	" 352,593,353 "	" 739,742 "	 -   	" 743,994 "	 -   	" 1,272 "
1	" 1,184 "	2.10	7.81	2.10	7.83	7.83	" 13,837,837 "	93.73	93.98	93.98	" 1,080 "	" 26,635 "	 497 	 201 	" 17,477,194,256 "	" 18,472 "	" 7,915 "	 18 	 14 	" 27,179,984 "	" 25,657 "	 -   	" 25,923 "	 -   	 652 
4	" 1,184 "	2.26	7.26	2.26	7.26	29.06	" 13,837,837 "	87.15	87.16	348.65	 726 	" 17,525 "	 627 	 230 	" 17,478,394,045 "	" 8,520 "	" 4,054 "	 25 	 15 	" 28,269,938 "	" 12,538 "	 -   	" 12,842 "	 -   	 548 
8	" 1,184 "	2.33	7.03	2.33	7.03	56.27	" 13,837,837 "	84.38	84.42	675.38	 807 	" 25,119 "	 701 	 240 	" 17,478,628,011 "	" 15,202 "	" 6,875 "	 32 	 26 	" 27,940,827 "	" 21,288 "	 -   	" 21,667 "	 -   	 650 
12	" 1,184 "	4.27	3.84	3.92	4.20	50.35	" 13,837,837 "	46.10	50.34	604.10	" 1,495 "	" 705,830 "	 853 	 245 	" 17,478,996,347 "	" 1,047,233 "	" 523,537 "	 52 	 34 	" 230,860,652 "	" 7,921,922 "	 25 	" 4,171,165 "	 25 	" 1,421 "
16	" 1,184 "	4.47	3.67	4.47	3.67	58.72	" 13,837,837 "	44.02	44.02	704.32	 971 	" 3,396,653 "	 558 	 160 	" 17,477,787,542 "	" 761,591 "	" 395,300 "	 33 	 18 	" 343,645,757 "	" 3,212,319 "	 -   	" 2,213,337 "	 -   	 870 
1	" 1,216 "	2.10	7.82	2.09	7.86	7.86	" 13,473,684 "	93.83	94.36	94.36	 992 	" 29,642 "	 412 	 222 	" 17,475,374,283 "	" 20,118 "	" 10,279 "	 11 	 13 	" 26,180,917 "	" 30,015 "	 -   	" 30,586 "	 -   	 501 
4	" 1,216 "	2.27	7.22	2.27	7.20	28.78	" 13,473,684 "	86.63	86.34	345.37	 745 	" 33,765 "	 514 	 255 	" 17,476,682,484 "	" 15,100 "	" 6,818 "	 16 	 11 	" 27,316,001 "	" 25,802 "	 -   	" 25,084 "	 -   	 551 
8	" 1,216 "	2.33	7.05	2.32	7.05	56.40	" 13,473,684 "	84.55	84.56	676.50	 930 	" 34,022 "	 632 	 243 	" 17,476,661,167 "	" 20,376 "	" 10,385 "	 24 	 14 	" 26,645,228 "	" 27,270 "	 -   	" 27,884 "	 -   	 701 
