3840	4	30	32	0.192616	2.311396
3840	4	30	32	0.172662	2.071942
3840	4	30	32	0.118930	1.427156
5760	6	30	32	0.253165	3.037975
5760	6	30	32	0.275651	3.307810
5760	6	30	32	0.252809	3.033708
7680	8	30	32	0.329670	3.956044
7680	8	30	32	0.363086	4.357035
7680	8	30	32	0.326531	3.918367
9600	10	30	32	0.398936	4.787234
9600	10	30	32	0.424929	5.099150
9600	10	30	32	0.449775	5.397301
11520	12	30	32	0.502793	6.033520
11520	12	30	32	0.477454	5.729444
11520	12	30	32	0.517986	6.215827
13440	14	30	32	0.571429	6.857143
13440	14	30	32	0.526316	6.315789
13440	14	30	32	0.529634	6.355612
15360	16	30	32	0.632411	7.588933
15360	16	30	32	0.265928	3.191136
15360	16	30	32	0.617761	7.413128
17280	18	30	32	0.676692	8.120300
17280	18	30	32	0.677541	8.130489
17280	18	30	32	0.697674	8.372093
19200	20	30	32	0.751880	9.022556
19200	20	30	32	0.693642	8.323699
19200	20	30	32	0.696056	8.352668
21120	22	30	32	0.747452	8.969423
21120	22	30	32	0.820895	9.850746
21120	22	30	32	0.749149	8.989784
23040	24	30	32	0.792079	9.504951
23040	24	30	32	0.805369	9.664429
23040	24	30	32	0.856124	10.273484
7680	4	60	32	0.355030	4.260355
7680	4	60	32	0.180180	2.162162
7680	4	60	32	0.241449	2.897384
11520	6	60	32	0.542169	6.506024
11520	6	60	32	0.263736	3.164835
11520	6	60	32	0.502092	6.025105
15360	8	60	32	0.653951	7.847411
15360	8	60	32	0.707965	8.495576
15360	8	60	32	0.661157	7.933885
19200	10	60	32	0.888889	10.666666
19200	10	60	32	0.582524	6.990291
19200	10	60	32	0.803213	9.638555
23040	12	60	32	0.933852	11.206226
23040	12	60	32	1.001391	12.016690
23040	12	60	32	0.929032	11.148386
26880	14	60	32	1.145975	13.751705
26880	14	60	32	1.163435	13.961218
26880	14	60	32	1.056604	12.679245
30720	16	60	32	1.183724	14.204685
30720	16	60	32	1.221374	14.656488
30720	16	60	32	1.180812	14.169742
34560	18	60	32	1.285714	15.428571
34560	18	60	32	1.343284	16.119402
34560	18	60	32	1.397154	16.765848
38400	20	60	32	1.406800	16.881594
38400	20	60	32	1.461632	17.539585
38400	20	60	32	1.500000	18.000002
42240	22	60	32	1.215470	14.585635
42240	22	60	32	1.134996	13.619948
42240	22	60	32	1.206581	14.478977
46080	24	60	32	1.313869	15.766423
46080	24	60	32	1.280000	15.360001
46080	24	60	32	1.289167	15.470010
11520	4	90	32	0.516499	6.197991
11520	4	90	32	0.522496	6.269957
11520	4	90	32	0.518732	6.224784
17280	6	90	32	0.750000	8.999999
17280	6	90	32	0.841121	10.093458
17280	6	90	32	0.824428	9.893130
23040	8	90	32	1.055718	12.668622
23040	8	90	32	0.970350	11.644205
23040	8	90	32	0.960000	11.520000
28800	10	90	32	1.278409	15.340909
28800	10	90	32	1.255230	15.062761
28800	10	90	32	1.315789	15.789473
34560	12	90	32	1.395349	16.744186
34560	12	90	32	1.502086	18.025034
34560	12	90	32	1.381074	16.572889
40320	14	90	32	1.316614	15.799373
40320	14	90	32	0.986688	11.840251
40320	14	90	32	1.308411	15.700934
46080	16	90	32	1.556757	18.681082
46080	16	90	32	1.478439	17.741274
46080	16	90	32	1.531915	18.382978
51840	18	90	32	1.204461	14.453531
51840	18	90	32	1.521127	18.253521
51840	18	90	32	0.956316	11.475797
57600	20	90	32	1.666667	20.000000
57600	20	90	32	1.759531	21.114370
57600	20	90	32	1.660517	19.926201
63360	22	90	32	1.540856	18.490273
63360	22	90	32	1.438954	17.267441
63360	22	90	32	1.441048	17.292576
69120	24	90	32	1.568627	18.823528
69120	24	90	32	1.574344	18.892128
69120	24	90	32	1.590574	19.086893
15360	4	120	32	0.747664	8.971962
15360	4	120	32	0.732824	8.793894
15360	4	120	32	0.315789	3.789474
23040	6	120	32	0.983607	11.803279
23040	6	120	32	1.085973	13.031675
23040	6	120	32	0.690979	8.291746
30720	8	120	32	1.428571	17.142859
30720	8	120	32	1.359773	16.317280
30720	8	120	32	1.278296	15.339546
38400	10	120	32	1.560468	18.725618
38400	10	120	32	1.568627	18.823528
38400	10	120	32	1.687764	20.253164
46080	12	120	32	1.653272	19.839264
46080	12	120	32	1.601780	19.221357
46080	12	120	32	1.598224	19.178690
53760	14	120	32	1.842105	22.105263
53760	14	120	32	1.360324	16.323887
53760	14	120	32	1.721311	20.655739
61440	16	120	32	1.897233	22.766798
61440	16	120	32	1.155235	13.862816
61440	16	120	32	2.098361	25.180328
69120	18	120	32	1.255814	15.069768
69120	18	120	32	2.147117	25.765409
69120	18	120	32	2.045455	24.545454
76800	20	120	32	1.378518	16.542217
76800	20	120	32	2.203857	26.446281
76800	20	120	32	2.197802	26.373627
84480	22	120	32	1.684748	20.216976
84480	22	120	32	1.676190	20.114286
84480	22	120	32	1.627620	19.531443
92160	24	120	32	1.691133	20.293600
92160	24	120	32	1.752891	21.034693
92160	24	120	32	1.692127	20.305523
26880	4	210	32	0.833333	10.000000
