2	4000000	32	512	259.751226	129.875613	1.009212	2
2	4000000	32	512	259.669689	129.834844	1.009529	2
2	4000000	32	512	259.655246	129.827623	1.009585	2
2	4000000	32	512	245.234803	122.617401	1.068951	3
2	4000000	32	512	245.131648	122.565824	1.069401	3
2	4000000	32	512	245.025365	122.512683	1.069865	3
2	4000000	32	512	239.099155	119.549578	1.096382	4
2	4000000	32	512	239.084142	119.542071	1.096451	4
2	4000000	32	512	238.983835	119.491917	1.096911	4
2	4000000	32	512	244.772475	122.386237	1.070970	5
2	4000000	32	512	244.673695	122.336847	1.071402	5
2	4000000	32	512	244.638714	122.319357	1.071556	5
2	4000000	32	512	243.916345	121.958172	1.074729	6
2	4000000	32	512	243.911441	121.955721	1.074751	6
2	4000000	32	512	243.906455	121.953227	1.074773	6
2	4000000	32	512	243.925571	121.962785	1.074688	7
2	4000000	32	512	243.883519	121.941760	1.074874	7
2	4000000	32	512	243.850426	121.925213	1.075020	7
2	4000000	32	512	234.255704	117.127852	1.119051	8
2	4000000	32	512	234.180448	117.090224	1.119410	8
2	4000000	32	512	233.223718	116.611859	1.124002	8
3	4000000	32	512	255.278063	127.639031	1.540344	2
3	4000000	32	512	256.896889	128.448445	1.530637	2
3	4000000	32	512	256.051097	128.025548	1.535693	2
3	4000000	32	512	267.956595	133.978298	1.467462	3
3	4000000	32	512	267.815018	133.907509	1.468237	3
3	4000000	32	512	267.769024	133.884512	1.468490	3
3	4000000	32	512	261.082735	130.541368	1.506097	4
3	4000000	32	512	261.090713	130.545357	1.506051	4
3	4000000	32	512	261.031261	130.515630	1.506394	4
3	4000000	32	512	263.434525	131.717262	1.492652	5
3	4000000	32	512	263.363901	131.681951	1.493052	5
3	4000000	32	512	263.404841	131.702420	1.492820	5
3	4000000	32	512	262.817084	131.408542	1.496158	6
3	4000000	32	512	262.784151	131.392076	1.496346	6
3	4000000	32	512	262.690866	131.345433	1.496877	6
3	4000000	32	512	262.673965	131.336983	1.496974	7
3	4000000	32	512	262.519834	131.259917	1.497853	7
3	4000000	32	512	262.606339	131.303170	1.497359	7
3	4000000	32	512	257.154844	128.577422	1.529102	8
3	4000000	32	512	256.987990	128.493995	1.530095	8
3	4000000	32	512	256.960376	128.480188	1.530259	8
4	4000000	32	512	275.454095	137.727048	1.903359	2
4	4000000	32	512	275.480561	137.740281	1.903176	2
4	4000000	32	512	275.333118	137.666559	1.904195	2
4	4000000	32	512	264.599247	132.299623	1.981442	3
4	4000000	32	512	264.629048	132.314524	1.981219	3
4	4000000	32	512	264.545333	132.272667	1.981846	3
4	4000000	32	512	276.895799	138.447900	1.893449	4
4	4000000	32	512	276.842184	138.421092	1.893815	4
4	4000000	32	512	276.793923	138.396962	1.894146	4
4	4000000	32	512	273.519482	136.759741	1.916821	5
4	4000000	32	512	273.391915	136.695957	1.917716	5
4	4000000	32	512	272.552878	136.276439	1.923619	5
4	4000000	32	512	271.479488	135.739744	1.931225	6
4	4000000	32	512	272.993405	136.496703	1.920515	6
4	4000000	32	512	273.031741	136.515870	1.920246	6
4	4000000	32	512	271.679204	135.839602	1.929805	7
4	4000000	32	512	273.029207	136.514603	1.920263	7
4	4000000	32	512	265.816005	132.908003	1.972372	7
4	4000000	32	512	268.594665	134.297333	1.951967	8
4	4000000	32	512	269.864795	134.932397	1.942780	8
4	4000000	32	512	259.428911	129.714456	2.020931	8
5	4000000	32	512	268.758719	134.379359	2.438470	2
5	4000000	32	512	267.526428	133.763214	2.449702	2
5	4000000	32	512	259.299430	129.649715	2.527426	2
5	4000000	32	512	270.354704	135.177352	2.424075	3
5	4000000	32	512	254.292062	127.146031	2.577194	3
5	4000000	32	512	254.007115	127.003558	2.580085	3
5	4000000	32	512	270.205029	135.102514	2.425417	4
5	4000000	32	512	254.090546	127.045273	2.579238	4
5	4000000	32	512	252.831314	126.415657	2.592084	4
5	4000000	32	512	282.994922	141.497461	2.315801	5
5	4000000	32	512	264.288791	132.144396	2.479712	5
5	4000000	32	512	265.639363	132.819681	2.467104	5
5	4000000	32	512	280.636346	140.318173	2.335264	6
5	4000000	32	512	261.911400	130.955700	2.502220	6
5	4000000	32	512	258.571272	129.285636	2.534543	6
5	4000000	32	512	280.233921	140.116960	2.338618	7
5	4000000	32	512	262.332628	131.166314	2.498202	7
5	4000000	32	512	261.711486	130.855743	2.504132	7
5	4000000	32	512	276.132029	138.066014	2.373357	8
5	4000000	32	512	258.016988	129.008494	2.539988	8
5	4000000	32	512	256.950513	128.475257	2.550530	8
6	4000000	32	512	279.402929	139.701465	2.814688	2
6	4000000	32	512	261.661965	130.830983	3.005527	2
6	4000000	32	512	261.293881	130.646940	3.009760	2
6	4000000	32	512	272.976511	136.488256	2.880951	3
6	4000000	32	512	257.383803	128.691902	3.055484	3
6	4000000	32	512	257.385572	128.692786	3.055463	3
6	4000000	32	512	270.321784	135.160892	2.909244	4
