2	4000000	32	512	253.581507	126.790754	1.033766
2	4000000	32	512	253.547915	126.773957	1.033903
2	4000000	32	512	253.437679	126.718840	1.034353
3	4000000	32	512	264.215646	132.107823	1.488239
3	4000000	32	512	264.160914	132.080457	1.488547
3	4000000	32	512	264.081132	132.040566	1.488997
4	4000000	32	512	270.026859	135.013430	1.941614
4	4000000	32	512	269.932061	134.966030	1.942296
4	4000000	32	512	269.815139	134.907569	1.943138
5	4000000	32	512	273.566357	136.783179	2.395616
5	4000000	32	512	273.518301	136.759151	2.396037
5	4000000	32	512	273.278692	136.639346	2.398138
6	4000000	32	512	276.120180	138.060090	2.848151
6	4000000	32	512	275.865904	137.932952	2.850776
6	4000000	32	512	274.291137	137.145569	2.867143
7	4000000	32	512	276.233650	138.116825	3.321478
7	4000000	32	512	276.008478	138.004239	3.324188
7	4000000	32	512	275.956351	137.978175	3.324816
8	4000000	32	512	277.418331	138.709165	3.779765
8	4000000	32	512	277.342000	138.671000	3.780805
8	4000000	32	512	277.129296	138.564648	3.783707
2	4000000	32	256	188.172961	94.086480	0.696551
2	4000000	32	256	188.179260	94.089630	0.696527
2	4000000	32	256	188.174626	94.087313	0.696544
3	4000000	32	256	197.859075	98.929537	0.993677
3	4000000	32	256	197.863766	98.931883	0.993653
3	4000000	32	256	197.864386	98.932193	0.993650
4	4000000	32	256	203.114533	101.557267	1.290622
4	4000000	32	256	203.113515	101.556757	1.290628
4	4000000	32	256	203.087430	101.543715	1.290794
5	4000000	32	256	206.405044	103.202522	1.587558
5	4000000	32	256	206.400616	103.200308	1.587592
5	4000000	32	256	206.363581	103.181791	1.587877
6	4000000	32	256	208.701665	104.350833	1.884106
6	4000000	32	256	208.679546	104.339773	1.884305
6	4000000	32	256	208.684062	104.342031	1.884265
7	4000000	32	256	210.306546	105.153273	2.181349
7	4000000	32	256	210.282540	105.141270	2.181598
7	4000000	32	256	210.289553	105.144777	2.181525
8	4000000	32	256	211.574514	105.787257	2.478030
8	4000000	32	256	211.525895	105.762947	2.478600
8	4000000	32	256	211.518040	105.759020	2.478692
9	4000000	32	256	212.507179	106.253590	2.775549
9	4000000	32	256	212.495609	106.247805	2.775700
9	4000000	32	256	212.435985	106.217992	2.776479
10	4000000	32	256	213.360497	106.680249	3.071609
10	4000000	32	256	213.415491	106.707746	3.070817
10	4000000	32	256	213.355054	106.677527	3.071687
11	4000000	32	256	213.789623	106.894812	3.371988
11	4000000	32	256	213.939285	106.969643	3.369629
11	4000000	32	256	213.878897	106.939448	3.370580
12	4000000	32	256	212.306458	106.153229	3.704230
12	4000000	32	256	214.336881	107.168440	3.669140
12	4000000	32	256	214.375908	107.187954	3.668472
13	4000000	32	256	212.808598	106.404299	4.003447
13	4000000	32	256	214.981749	107.490874	3.962978
13	4000000	32	256	210.284104	105.142052	4.051509
14	4000000	32	256	213.245411	106.622706	4.302573
14	4000000	32	256	212.753732	106.376866	4.312517
14	4000000	32	256	205.768442	102.884221	4.458915
15	4000000	32	256	213.625708	106.812854	4.601693
15	4000000	32	256	209.644314	104.822157	4.689085
15	4000000	32	256	206.132045	103.066023	4.768982
16	4000000	32	256	213.964293	106.982146	4.900706
16	4000000	32	256	209.709261	104.854630	5.000142
16	4000000	32	256	206.460464	103.230232	5.078822
2	4000000	32	128	97.719194	48.859597	0.670656
2	4000000	32	128	97.733131	48.866566	0.670561
2	4000000	32	128	97.658624	48.829312	0.671072
3	4000000	32	128	105.110467	52.555234	0.935245
3	4000000	32	128	105.123976	52.561988	0.935124
3	4000000	32	128	105.121526	52.560763	0.935146
4	4000000	32	128	107.834041	53.917020	1.215497
4	4000000	32	128	108.462692	54.231346	1.208452
4	4000000	32	128	107.964402	53.982201	1.214030
5	4000000	32	128	108.979290	54.489645	1.503405
5	4000000	32	128	108.097772	54.048886	1.515665
5	4000000	32	128	108.689464	54.344732	1.507414
6	4000000	32	128	111.524577	55.762288	1.762912
6	4000000	32	128	111.541028	55.770514	1.762652
6	4000000	32	128	111.426427	55.713214	1.764465
7	4000000	32	128	110.522794	55.261397	2.075373
7	4000000	32	128	110.868491	55.434246	2.068902
7	4000000	32	128	112.228763	56.114381	2.043825
8	4000000	32	128	113.345387	56.672694	2.312789
8	4000000	32	128	113.354912	56.677456	2.312595
8	4000000	32	128	113.135602	56.567801	2.317078
9	4000000	32	128	113.915193	56.957596	2.588873
9	4000000	32	128	113.998046	56.999023	2.586992
9	4000000	32	128	112.486143	56.243071	2.621763
10	4000000	32	128	112.732701	56.366351	2.906699
10	4000000	32	128	113.795614	56.897807	2.879549
10	4000000	32	128	114.520119	57.260059	2.861331
11	4000000	32	128	115.240472	57.620236	3.127790
11	4000000	32	128	115.168942	57.584471	3.129733
11	4000000	32	128	115.228591	57.614295	3.128113
12	4000000	32	128	113.858097	56.929049	3.453562
12	4000000	32	128	114.209896	57.104948	3.442924
12	4000000	32	128	113.461266	56.730633	3.465641
13	4000000	32	128	115.514745	57.757372	3.687702
13	4000000	32	128	115.467112	57.733556	3.689224
13	4000000	32	128	115.494253	57.747126	3.688357
14	4000000	32	128	115.717265	57.858632	3.964421
14	4000000	32	128	115.745791	57.872896	3.963444
14	4000000	32	128	115.589228	57.794614	3.968813
15	4000000	32	128	116.619625	58.309812	4.214728
15	4000000	32	128	115.356759	57.678380	4.260869
15	4000000	32	128	116.590787	58.295393	4.215771
16	4000000	32	128	115.546646	57.773323	4.537458
16	4000000	32	128	116.125505	58.062752	4.514839
16	4000000	32	128	116.114906	58.057453	4.515251
17	4000000	32	128	114.537664	57.268832	4.863518
17	4000000	32	128	116.148446	58.074223	4.796069
17	4000000	32	128	114.815005	57.407503	4.851770
18	4000000	32	128	116.256052	58.128026	5.073491
18	4000000	32	128	116.368562	58.184281	5.068585
18	4000000	32	128	116.374627	58.187314	5.068321
19	4000000	32	128	116.441308	58.220654	5.346831
19	4000000	32	128	115.035913	57.517957	5.412153
19	4000000	32	128	115.022412	57.511206	5.412789
20	4000000	32	128	116.643313	58.321657	5.618496
20	4000000	32	128	116.636522	58.318261	5.618823
20	4000000	32	128	115.137983	57.568991	5.691953
21	4000000	32	128	116.559314	58.279657	5.903672
21	4000000	32	128	116.594300	58.297150	5.901901
21	4000000	32	128	116.072118	58.036059	5.928452
22	4000000	32	128	116.097787	58.048894	6.209386
22	4000000	32	128	116.790033	58.395016	6.172582
