2	4000000	32	512	152.223515	114.167636	0.861050	2
2	4000000	32	512	152.169302	114.126977	0.861356	2
2	4000000	32	512	152.160148	114.120111	0.861408	2
2	4000000	32	512	142.196338	106.647253	0.921768	3
2	4000000	32	512	142.203259	106.652444	0.921723	3
2	4000000	32	512	142.147234	106.610425	0.922086	3
2	4000000	32	512	139.400906	104.550680	0.940252	4
2	4000000	32	512	139.345340	104.509005	0.940627	4
2	4000000	32	512	139.349590	104.512193	0.940598	4
2	4000000	32	512	138.012281	103.509211	0.949713	5
2	4000000	32	512	138.739070	104.054302	0.944737	5
2	4000000	32	512	138.731828	104.048871	0.944787	5
2	4000000	32	512	142.046102	106.534576	0.922743	6
2	4000000	32	512	142.029718	106.522288	0.922849	6
2	4000000	32	512	142.026176	106.519632	0.922872	6
2	4000000	32	512	143.042855	107.282141	0.916313	7
2	4000000	32	512	142.977085	107.232814	0.916734	7
2	4000000	32	512	142.974477	107.230858	0.916751	7
2	4000000	32	512	135.881340	101.911005	0.964606	8
2	4000000	32	512	135.885149	101.913862	0.964579	8
2	4000000	32	512	135.835168	101.876376	0.964934	8
3	4000000	32	512	149.032999	111.774749	1.319225	2
3	4000000	32	512	148.962468	111.721851	1.319849	2
3	4000000	32	512	148.948099	111.711074	1.319977	2
3	4000000	32	512	162.336655	121.752491	1.211113	3
3	4000000	32	512	162.260786	121.695590	1.211679	3
3	4000000	32	512	162.173655	121.630241	1.212330	3
3	4000000	32	512	153.656813	115.242610	1.279527	4
3	4000000	32	512	153.595430	115.196572	1.280038	4
3	4000000	32	512	153.593819	115.195364	1.280052	4
3	4000000	32	512	155.892804	116.919603	1.261174	5
3	4000000	32	512	155.891068	116.918301	1.261188	5
3	4000000	32	512	155.754560	116.815920	1.262294	5
3	4000000	32	512	158.105755	118.579316	1.243522	6
3	4000000	32	512	158.086543	118.564907	1.243673	6
3	4000000	32	512	158.024935	118.518701	1.244158	6
3	4000000	32	512	158.883991	119.162993	1.237431	7
3	4000000	32	512	158.869479	119.152109	1.237544	7
3	4000000	32	512	158.846305	119.134729	1.237725	7
3	4000000	32	512	151.700646	113.775484	1.296026	8
3	4000000	32	512	151.669261	113.751946	1.296294	8
3	4000000	32	512	151.655194	113.741395	1.296415	8
4	4000000	32	512	165.490486	124.117864	1.584043	2
4	4000000	32	512	165.420565	124.065423	1.584712	2
4	4000000	32	512	165.414627	124.060970	1.584769	2
4	4000000	32	512	157.775469	118.331602	1.661500	3
4	4000000	32	512	158.610941	118.958206	1.652749	3
4	4000000	32	512	158.103792	118.577844	1.658050	3
4	4000000	32	512	165.593531	124.195148	1.583057	4
4	4000000	32	512	166.461961	124.846471	1.574798	4
4	4000000	32	512	166.332835	124.749626	1.576021	4
4	4000000	32	512	163.614760	122.711070	1.602203	5
4	4000000	32	512	164.391865	123.293899	1.594629	5
4	4000000	32	512	156.931698	117.698774	1.670434	5
4	4000000	32	512	165.815050	124.361288	1.580942	6
4	4000000	32	512	165.806255	124.354691	1.581026	6
4	4000000	32	512	156.382038	117.286528	1.676305	6
4	4000000	32	512	166.485113	124.863835	1.574579	7
4	4000000	32	512	165.230756	123.923067	1.586533	7
4	4000000	32	512	156.435465	117.326599	1.675733	7
4	4000000	32	512	161.383880	121.037910	1.624351	8
4	4000000	32	512	160.352344	120.264258	1.634800	8
4	4000000	32	512	153.702993	115.277244	1.705523	8
5	4000000	32	512	160.194882	120.146162	2.045509	2
5	4000000	32	512	157.049268	117.786951	2.086479	2
5	4000000	32	512	152.607756	114.455817	2.147204	2
5	4000000	32	512	164.052064	123.039048	1.997415	3
5	4000000	32	512	150.866172	113.149629	2.171991	3
5	4000000	32	512	151.689782	113.767336	2.160198	3
5	4000000	32	512	162.295273	121.721455	2.019036	4
5	4000000	32	512	151.208770	113.406578	2.167070	4
5	4000000	32	512	151.618446	113.713835	2.161215	4
5	4000000	32	512	174.579131	130.934348	1.876971	5
5	4000000	32	512	162.483416	121.862562	2.016698	5
5	4000000	32	512	160.555127	120.416345	2.040919	5
5	4000000	32	512	172.439128	129.329346	1.900265	6
5	4000000	32	512	159.383166	119.537375	2.055926	6
5	4000000	32	512	158.573265	118.929949	2.066427	6
5	4000000	32	512	172.993705	129.745279	1.894173	7
5	4000000	32	512	159.419798	119.564849	2.055454	7
5	4000000	32	512	159.115369	119.336527	2.059386	7
5	4000000	32	512	168.768708	126.576531	1.941592	8
5	4000000	32	512	155.267875	116.450906	2.110417	8
5	4000000	32	512	156.793682	117.595261	2.089880	8
6	4000000	32	512	170.237015	127.677761	2.309815	2
6	4000000	32	512	158.659611	118.994708	2.478362	2
6	4000000	32	512	156.611533	117.458650	2.510773	2
6	4000000	32	512	171.253239	128.439929	2.296108	3
6	4000000	32	512	158.389699	118.792274	2.482586	3
6	4000000	32	512	158.388188	118.791141	2.482609	3
6	4000000	32	512	166.013233	124.509924	2.368582	4
6	4000000	32	512	154.369140	115.776855	2.547245	4
6	4000000	32	512	154.371167	115.778375	2.547211	4
6	4000000	32	512	167.431820	125.573865	2.348514	5
6	4000000	32	512	155.460843	116.595633	2.529357	5
6	4000000	32	512	155.464985	116.598739	2.529290	5
6	4000000	32	512	176.660444	132.495333	2.225829	6
6	4000000	32	512	163.890082	122.917561	2.399267	6
6	4000000	32	512	163.887814	122.915860	2.399300	6
6	4000000	32	512	175.194417	131.395813	2.244455	7
6	4000000	32	512	162.616259	121.962194	2.418061	7
6	4000000	32	512	162.617753	121.963315	2.418039	7
6	4000000	32	512	171.631893	128.723920	2.291043	8
6	4000000	32	512	159.156976	119.367732	2.470617	8
6	4000000	32	512	159.158423	119.368817	2.470595	8
7	4000000	32	512	162.951473	122.213605	2.815268	2
7	4000000	32	512	153.064032	114.798024	2.997125	2
7	4000000	32	512	153.057100	114.792825	2.997260	2
7	4000000	32	512	163.328601	122.496451	2.808767	3
7	4000000	32	512	155.092990	116.319742	2.957916	3
7	4000000	32	512	155.093386	116.320040	2.957908	3
7	4000000	32	512	166.318477	124.738858	2.758274	4
7	4000000	32	512	157.578373	118.183780	2.911262	4
7	4000000	32	512	157.578095	118.183572	2.911268	4
7	4000000	32	512	167.475161	125.606371	2.739224	5
7	4000000	32	512	158.574472	118.930854	2.892975	5
7	4000000	32	512	158.574165	118.930624	2.892981	5
7	4000000	32	512	169.165814	126.874361	2.711848	6
7	4000000	32	512	159.731029	119.798272	2.872028	6
7	4000000	32	512	159.731504	119.798628	2.872020	6
7	4000000	32	512	177.010346	132.757759	2.591668	7
7	4000000	32	512	167.185473	125.389105	2.743970	7
7	4000000	32	512	167.185875	125.389406	2.743964	7
7	4000000	32	512	171.725166	128.793874	2.671431	8
7	4000000	32	512	162.924841	122.193630	2.815728	8
7	4000000	32	512	162.927256	122.195442	2.815686	8
8	4000000	32	512	165.976630	124.482473	3.158806	2
8	4000000	32	512	159.594358	119.695769	3.285129	2
8	4000000	32	512	159.592769	119.694577	3.285161	2
8	4000000	32	512	163.597534	122.698151	3.204743	3
8	4000000	32	512	157.709412	118.282059	3.324393	3
8	4000000	32	512	157.706864	118.280148	3.324446	3
8	4000000	32	512	168.065816	126.049362	3.119540	4
8	4000000	32	512	162.103453	121.577590	3.234280	4
8	4000000	32	512	162.101691	121.576268	3.234315	4
8	4000000	32	512	167.864131	125.898098	3.123288	5
8	4000000	32	512	161.878054	121.408540	3.238784	5
8	4000000	32	512	161.877932	121.408449	3.238786	5
8	4000000	32	512	168.068486	126.051364	3.119490	6
8	4000000	32	512	161.811297	121.358473	3.240120	6
8	4000000	32	512	161.808115	121.356086	3.240184	6
8	4000000	32	512	169.785860	127.339395	3.087937	7
8	4000000	32	512	163.466852	122.600139	3.207305	7
8	4000000	32	512	163.470572	122.602929	3.207232	7
8	4000000	32	512	172.540131	129.405098	3.038644	8
8	4000000	32	512	166.641485	124.981113	3.146203	8
8	4000000	32	512	166.642816	124.982112	3.146178	8
